Despachos Decisões e Sentenças
Disponibilizar relatório CSV para Despachos Decisões e Sentenças

Data Início (dd/mm/yyyy): 01/12/2017
Data Fim (dd/mm/yyyy): 02/12/2017

Total de registros: 4603
Relatório gerado em  31/01/2018 15:19:46

tipo mov;Descricao TUMP;Orgao Julgador;Processo;Data Movimentacao;Juiz;
Despacho;Mero expediente;5ª Vara de Família e Registro Civil da Capital;0020928-42.2017.8.17.2001;01/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;5ª Vara de Família e Registro Civil da Capital;0071612-68.2017.8.17.2001;01/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;5ª Vara de Sucessões e Registros Públicos da Capital;0047589-58.2017.8.17.2001;01/12/2017;ROMAO ULISSES SAMPAIO;
Despacho;Mero expediente;5ª Vara de Sucessões e Registros Públicos da Capital;0046943-48.2017.8.17.2001;01/12/2017;ROMAO ULISSES SAMPAIO;
Despacho;Mero expediente;5ª Vara de Sucessões e Registros Públicos da Capital;0065421-07.2017.8.17.2001;01/12/2017;ROMAO ULISSES SAMPAIO;
Despacho;Mero expediente;5ª Vara de Sucessões e Registros Públicos da Capital;0070341-24.2017.8.17.2001;01/12/2017;ROMAO ULISSES SAMPAIO;
Despacho;Mero expediente;5ª Vara de Sucessões e Registros Públicos da Capital;0071644-73.2017.8.17.2001;01/12/2017;ROMAO ULISSES SAMPAIO;
Despacho;Mero expediente;5ª Vara de Sucessões e Registros Públicos da Capital;0067110-86.2017.8.17.2001;01/12/2017;ROMAO ULISSES SAMPAIO;
Despacho;Mero expediente;5ª Vara de Sucessões e Registros Públicos da Capital;0049262-86.2017.8.17.2001;01/12/2017;ROMAO ULISSES SAMPAIO;
Despacho;Mero expediente;5ª Vara de Sucessões e Registros Públicos da Capital;0053005-07.2017.8.17.2001;01/12/2017;ROMAO ULISSES SAMPAIO;
Despacho;Mero expediente;5ª Vara de Sucessões e Registros Públicos da Capital;0066913-34.2017.8.17.2001;01/12/2017;ROMAO ULISSES SAMPAIO;
Despacho;Mero expediente;5ª Vara de Sucessões e Registros Públicos da Capital;0066792-06.2017.8.17.2001;01/12/2017;ROMAO ULISSES SAMPAIO;
Despacho;Mero expediente;5º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0047959-61.2017.8.17.8201;01/12/2017;FERNANDA PESSOA CHUAHY DE PAULA;
Despacho;Mero expediente;6ª Vara Cível da Comarca de Jaboatão dos Guararapes;0010288-12.2016.8.17.2810;01/12/2017;FABIANA MORAES SILVA;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0020823-02.2016.8.17.2001;02/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0036269-11.2017.8.17.2001;02/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0004950-93.2015.8.17.2001;01/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0071358-95.2017.8.17.2001;01/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0046909-73.2017.8.17.2001;01/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0021467-42.2016.8.17.2001;01/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0071357-13.2017.8.17.2001;01/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0069902-13.2017.8.17.2001;01/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0013328-67.2017.8.17.2001;02/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0053449-40.2017.8.17.2001;02/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0024766-90.2017.8.17.2001;01/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0053463-24.2017.8.17.2001;01/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0019690-85.2017.8.17.2001;01/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0036004-09.2017.8.17.2001;01/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0015866-21.2017.8.17.2001;01/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0063482-89.2017.8.17.2001;01/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0005064-61.2017.8.17.2001;01/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0070997-78.2017.8.17.2001;01/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0046563-25.2017.8.17.2001;02/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0071527-82.2017.8.17.2001;02/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0035079-13.2017.8.17.2001;02/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0025987-11.2017.8.17.2001;01/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0049509-04.2016.8.17.2001;01/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0020969-09.2017.8.17.2001;01/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0067039-84.2017.8.17.2001;02/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0048326-95.2016.8.17.2001;01/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0071273-12.2017.8.17.2001;01/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0072092-46.2017.8.17.2001;02/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0009899-63.2015.8.17.2001;02/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0071506-09.2017.8.17.2001;02/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0071478-41.2017.8.17.2001;02/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0071755-57.2017.8.17.2001;02/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0034377-67.2017.8.17.2001;01/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0057798-23.2016.8.17.2001;02/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0050027-57.2017.8.17.2001;02/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0071791-02.2017.8.17.2001;02/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6ª Vara de Família e Registro Civil da Capital;0049082-70.2017.8.17.2001;02/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Despacho;Mero expediente;6º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0044091-12.2016.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Despacho;Mero expediente;6º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0007628-37.2017.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Despacho;Mero expediente;6º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0050475-88.2016.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Despacho;Mero expediente;6º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0015607-55.2014.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Despacho;Mero expediente;6º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0020284-26.2017.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Despacho;Mero expediente;6º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0047821-70.2012.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Despacho;Mero expediente;6º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0050020-26.2016.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Despacho;Mero expediente;6º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0020231-16.2015.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Despacho;Mero expediente;6º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0008150-64.2017.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Despacho;Mero expediente;6º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0013544-86.2016.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Despacho;Mero expediente;6º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0018905-55.2014.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Despacho;Mero expediente;6º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0023290-12.2015.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Despacho;Mero expediente;6º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0014268-90.2016.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Despacho;Mero expediente;6º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0028563-35.2016.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Despacho;Mero expediente;6º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0017755-39.2014.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Despacho;Mero expediente;7ª Vara da Fazenda Pública da Capital;0048781-26.2017.8.17.2001;01/12/2017;LUIZ GOMES DA ROCHA NETO;
Despacho;Mero expediente;7º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0042119-07.2016.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Despacho;Mero expediente;7º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0033345-51.2017.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Despacho;Mero expediente;7º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0010512-39.2017.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Despacho;Mero expediente;7º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0021213-59.2017.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Despacho;Mero expediente;7º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0046185-93.2017.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Despacho;Mero expediente;8ª Vara da Fazenda Pública da Capital;0071917-52.2017.8.17.2001;01/12/2017;HAROLDO CARNEIRO LEAO SOBRINHO;
Despacho;Mero expediente;8ª Vara da Fazenda Pública da Capital;0071871-63.2017.8.17.2001;01/12/2017;HAROLDO CARNEIRO LEAO SOBRINHO;
Despacho;Mero expediente;8ª Vara da Fazenda Pública da Capital;0071871-63.2017.8.17.2001;01/12/2017;HAROLDO CARNEIRO LEAO SOBRINHO;
Despacho;Mero expediente;8ª Vara de Família e Registro Civil da Capital;0008957-94.2016.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Despacho;Mero expediente;8ª Vara de Família e Registro Civil da Capital;0009161-07.2017.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Despacho;Mero expediente;8ª Vara de Família e Registro Civil da Capital;0067154-08.2017.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Despacho;Assistência Judiciária Gratuita;8ª Vara de Família e Registro Civil da Capital;0067543-90.2017.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Despacho;Mero expediente;8ª Vara de Família e Registro Civil da Capital;0007750-26.2017.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Despacho;Requisição de Informações;8ª Vara de Família e Registro Civil da Capital;0067543-90.2017.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Despacho;Requisição de Informações;8ª Vara de Família e Registro Civil da Capital;0064029-32.2017.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Despacho;Assistência Judiciária Gratuita;8ª Vara de Família e Registro Civil da Capital;0067154-08.2017.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Despacho;Mero expediente;8ª Vara de Família e Registro Civil da Capital;0005491-58.2017.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Despacho;Requisição de Informações;8ª Vara de Família e Registro Civil da Capital;0065456-64.2017.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Despacho;Requisição de Informações;8ª Vara de Família e Registro Civil da Capital;0065864-55.2017.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Despacho;Requisição de Informações;8ª Vara de Família e Registro Civil da Capital;0031303-05.2017.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Despacho;Assistência Judiciária Gratuita;8ª Vara de Família e Registro Civil da Capital;0057496-57.2017.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Despacho;Requisição de Informações;8ª Vara de Família e Registro Civil da Capital;0065243-58.2017.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Despacho;Mero expediente;8ª Vara de Família e Registro Civil da Capital;0057496-57.2017.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Despacho;Requisição de Informações;8ª Vara de Família e Registro Civil da Capital;0065342-28.2017.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Despacho;Mero expediente;8ª Vara de Família e Registro Civil da Capital;0050073-80.2016.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Despacho;Mero expediente;8ª Vara de Família e Registro Civil da Capital;0071019-39.2017.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Despacho;Mero expediente;8ª Vara de Família e Registro Civil da Capital;0027691-93.2016.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Despacho;Ordenação de entrega de autos;8ª Vara de Família e Registro Civil da Capital;0005829-32.2017.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Despacho;Requisição de Informações;8ª Vara de Família e Registro Civil da Capital;0065321-52.2017.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Despacho;Mero expediente;8ª Vara de Família e Registro Civil da Capital;0006931-89.2017.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Despacho;Mero expediente;8ª Vara de Família e Registro Civil da Capital;0065617-74.2017.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Despacho;Mero expediente;8ª Vara de Família e Registro Civil da Capital;0032680-11.2017.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Despacho;Requisição de Informações;8ª Vara de Família e Registro Civil da Capital;0066248-18.2017.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Despacho;Mero expediente;8ª Vara de Família e Registro Civil da Capital;0000742-95.2017.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Despacho;Mero expediente;8ª Vara de Família e Registro Civil da Capital;0041434-39.2017.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Despacho;Mero expediente;8ª Vara de Família e Registro Civil da Capital;0061898-84.2017.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Despacho;Requisição de Informações;8ª Vara de Família e Registro Civil da Capital;0065908-74.2017.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Despacho;Assistência Judiciária Gratuita;8ª Vara de Família e Registro Civil da Capital;0061898-84.2017.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Despacho;Mero expediente;8º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0036150-74.2017.8.17.8201;02/12/2017;MARIA BETANIA BELTRAO GONDIM;
Despacho;Mero expediente;9ª Vara de Família e Registro Civil da Capital;0038470-73.2017.8.17.2001;01/12/2017;VALERIA RUBIA SILVA DUARTE;
Despacho;Mero expediente;9ª Vara de Família e Registro Civil da Capital;0029601-24.2017.8.17.2001;01/12/2017;CLICERIO BEZERRA E SILVA;
Despacho;Mero expediente;9º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0044926-63.2017.8.17.8201;01/12/2017;MARIA THEREZA PAES DE SA MACHADO;
Despacho;Mero expediente;9º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0024659-12.2013.8.17.8201;01/12/2017;MARIA THEREZA PAES DE SA MACHADO;
Despacho;Mero expediente;9º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0015886-41.2014.8.17.8201;01/12/2017;MARIA THEREZA PAES DE SA MACHADO;
Despacho;Mero expediente;9º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0048969-77.2016.8.17.8201;01/12/2017;MARIA THEREZA PAES DE SA MACHADO;
Despacho;Mero expediente;9º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0034561-81.2016.8.17.8201;01/12/2017;MARIA THEREZA PAES DE SA MACHADO;
Despacho;Mero expediente;9º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0047365-18.2015.8.17.8201;01/12/2017;MARIA THEREZA PAES DE SA MACHADO;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da Comarca de Olinda;0027505-76.2017.8.17.2990;01/12/2017;CELIA GOMES DE MORAIS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da Comarca de Olinda;0027465-94.2017.8.17.2990;01/12/2017;CELIA GOMES DE MORAIS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da Comarca de Olinda;0027224-23.2017.8.17.2990;01/12/2017;CELIA GOMES DE MORAIS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da Comarca de Olinda;0027379-26.2017.8.17.2990;01/12/2017;CELIA GOMES DE MORAIS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da Comarca de Olinda;0027393-10.2017.8.17.2990;01/12/2017;CELIA GOMES DE MORAIS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da Comarca de Olinda;0027395-77.2017.8.17.2990;01/12/2017;CELIA GOMES DE MORAIS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da Comarca de Olinda;0027405-24.2017.8.17.2990;01/12/2017;CELIA GOMES DE MORAIS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da Comarca de Olinda;0027534-29.2017.8.17.2990;01/12/2017;CELIA GOMES DE MORAIS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da Comarca de Olinda;0027501-39.2017.8.17.2990;01/12/2017;CELIA GOMES DE MORAIS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da Comarca de Olinda;0027499-69.2017.8.17.2990;01/12/2017;CELIA GOMES DE MORAIS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0068528-59.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0071630-89.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0072021-44.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0071968-63.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0071976-40.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0071698-39.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0071806-68.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0068311-16.2017.8.17.2001;01/12/2017;VALDEREYS FERRAZ TORRES DE OLIVEIRA;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0071696-69.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0067480-65.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0072028-36.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0072049-12.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0071732-14.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0071985-02.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0071499-17.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0071725-22.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0071413-46.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0071419-53.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0070847-97.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0046530-35.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0071508-76.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0001894-12.2017.8.17.2218;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0071524-30.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0071482-78.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0071838-73.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0071494-92.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0071809-23.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0042611-38.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0071814-45.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0071972-03.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0071407-39.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0071959-04.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0071474-04.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
Despacho;Mero expediente;Central de Cartas de Ordem, Precatória e Rogatória da capital;0071794-54.2017.8.17.2001;01/12/2017;LUZICLEIDE MARIA MUNIZ VASCONCELOS;
